sample_id,invoice_id,generated_scenario,label,edit_count,approve_count,reject_count,status_changed_count,distinct_user_count,validation_count,export_count,subtotal_change_ratio,tax_change_ratio,total_change_ratio,vendor_changed,invoice_number_changed,currency_changed,edited_after_approved,exported_after_rejected,outside_business_hours,has_deleted_line_item,has_reopened_invoice,total_tax_mismatch,repeated_processing_attempts,minutes_between_create_and_approve,max_updates_within_10_minutes,audit_duration_minutes,anomaly_reason_codes,notes
NORMAL-0759,edb09c05-0e54-59e4-91ea-0862dd451e96,normal_validation_then_approval,0,3,1,0,2,1,2,0,0.027,0.010,0.021,0,0,0,0,0,0,0,0,0,0,33,1,248,,Validation was rerun before ordinary approval.
NORMAL-0760,11b918ef-8e47-5fe0-9659-ccfec812b0b6,normal_straight_through,0,0,1,0,1,1,1,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,19,0,78,,Invoice followed a low-touch review and approval path.
NORMAL-0761,710c04fa-4793-5643-b8df-3b675474236d,normal_validation_then_approval,0,1,1,0,2,1,2,0,0.004,0.006,0.006,0,0,0,0,0,0,0,0,0,0,79,1,340,,Validation was rerun before ordinary approval.
NORMAL-0762,8881cd5d-e80d-5949-a8ec-5daaca1be328,normal_exported_after_approval,0,0,1,0,1,2,1,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,135,0,697,,Invoice was exported only after approval.
NORMAL-0763,04289e45-fbc1-5078-88c7-3c1af877aa70,normal_exported_after_approval,0,0,1,0,1,2,0,1,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,242,1,943,,Invoice was exported only after approval.
NORMAL-0764,baeb7430-f413-5b2e-baaf-3bf0db447fbd,normal_pending_review,0,0,0,0,1,2,1,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,1,683,,Invoice remains in pending review with no approval or export.
NORMAL-0765,8a519c1a-612a-5492-a3f6-208359d451b3,normal_straight_through,0,2,1,0,1,1,0,0,0.027,0.008,0.023,0,0,0,0,0,0,0,0,0,0,123,0,338,,Invoice followed a low-touch review and approval path.
NORMAL-0766,a3da7cc6-3287-5fdd-b61e-64d123ecbd1f,normal_minor_correction,0,1,1,0,1,1,1,1,0.007,0.009,0.009,0,0,0,0,0,0,0,0,0,0,37,0,581,,Small pre-approval correction resolved during routine review.
NORMAL-0767,fe80c19a-9e20-512e-86d0-5d0f934fc45b,normal_exported_after_approval,0,1,1,0,1,1,0,1,0.007,0.010,0.009,0,0,0,0,0,0,0,0,0,0,78,0,502,,Invoice was exported only after approval.
NORMAL-0768,cb5d92d9-e9de-549f-ab29-2f84a3013e88,normal_pending_review,0,2,0,0,1,2,1,0,0.033,0.023,0.030,0,0,0,0,0,0,0,0,0,0,0,0,2718,,Invoice remains in pending review with no approval or export.
NORMAL-0769,f6d0338f-fafc-5d31-a57f-c8d43e93e822,normal_straight_through,0,1,1,0,1,1,0,1,0.004,0.015,0.007,0,0,0,0,0,0,0,0,0,0,923,0,1065,,Invoice followed a low-touch review and approval path.
NORMAL-0770,991b81f7-20aa-5046-a51e-630dc9ab05bd,normal_pending_review,0,0,0,0,1,2,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,1,746,,Invoice remains in pending review with no approval or export.
NORMAL-0771,900b0498-6a8e-565d-a02c-325495fb40ab,normal_minor_correction,0,2,1,0,1,1,1,0,0.014,0.010,0.012,0,0,0,0,0,0,0,0,0,0,1355,1,1660,,Small pre-approval correction resolved during routine review.
NORMAL-0772,78328202-f2d5-5067-baae-cc6c5a83db04,normal_straight_through,0,0,1,0,1,1,1,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,369,0,525,,Invoice followed a low-touch review and approval path.
NORMAL-0773,a8273803-d8f5-5cac-99c1-8698c11a0dca,normal_validation_then_approval,0,1,1,0,1,1,2,1,0.002,0.006,0.003,0,0,0,0,0,1,0,0,0,0,672,1,849,,Validation was rerun before ordinary approval.
NORMAL-0774,6bd5a77c-17ec-5e98-a081-763dd52e723c,normal_minor_correction,0,1,1,0,1,1,2,0,0.007,0.007,0.005,0,1,0,0,0,0,0,0,0,0,1392,1,1743,,Small pre-approval correction resolved during routine review.
NORMAL-0775,cfef8061-ecf7-5c1b-ae4b-3e6ded2aa4c9,normal_straight_through,0,0,1,0,1,1,1,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,453,0,592,,Invoice followed a low-touch review and approval path.
NORMAL-0776,d4711063-a22a-58f4-8bcf-f2425acf18d1,normal_minor_correction,0,2,1,0,1,2,1,0,0.027,0.006,0.021,0,0,0,0,0,0,0,0,0,0,549,1,852,,Small pre-approval correction resolved during routine review.
NORMAL-0777,d95e4630-4919-5bb8-87a6-230ebeb50214,normal_pending_review,0,1,0,0,1,1,1,0,0.001,0.014,0.003,0,0,0,0,0,0,0,0,0,0,0,1,571,,Invoice remains in pending review with no approval or export.
NORMAL-0778,c7a093b6-8700-55ea-8e33-aa4b57f949b7,normal_pending_review,0,1,0,0,0,1,1,0,0.005,0.007,0.005,0,0,0,0,0,0,0,0,0,0,0,0,824,,Invoice remains in pending review with no approval or export.
NORMAL-0779,4daee5f9-298f-5d85-8087-8243ec950c5e,normal_two_user_review,0,3,1,0,1,2,2,1,0.008,0.016,0.010,0,0,0,0,0,1,0,0,0,0,70,0,661,,Two reviewers participated in a normal approval workflow.
NORMAL-0780,8370ad34-8dcd-5986-8f74-5299355518eb,normal_validation_then_approval,0,1,1,0,2,1,1,0,0.011,0.007,0.011,0,0,0,0,0,0,0,0,0,0,816,1,1064,,Validation was rerun before ordinary approval.
NORMAL-0781,58ef9555-8511-5df2-aeb1-867d7201a22a,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,1149,0,1271,,Invoice followed a low-touch review and approval path.
NORMAL-0782,0329b310-b6ef-5174-8543-152204d90cc6,normal_straight_through,0,1,1,0,1,1,0,1,0.008,0.004,0.006,0,0,0,0,0,0,0,0,0,0,36,1,601,,Invoice followed a low-touch review and approval path.
NORMAL-0783,03245b28-ce5b-5223-97af-cdf860a02a2c,normal_validation_then_approval,0,2,1,0,2,1,1,0,0.004,0.012,0.004,0,0,0,0,0,0,0,0,0,0,368,1,368,,Validation was rerun before ordinary approval.
NORMAL-0784,b5a2673d-1265-5005-baef-c5a5e42a73b3,normal_validation_then_approval,0,1,1,0,1,1,2,0,0.008,0.003,0.007,0,0,0,0,0,0,0,0,0,0,809,3,1074,,Validation was rerun before ordinary approval.
NORMAL-0785,9bc9cab1-f3f6-5315-be17-8eb83f6bf819,normal_exported_after_approval,0,2,1,0,1,1,0,1,0.005,0.010,0.006,0,0,0,0,0,0,0,0,0,0,690,1,1236,,Invoice was exported only after approval.
NORMAL-0786,51e60290-0a46-5fc4-ae1c-b970cd2209a4,normal_straight_through,0,2,1,0,1,1,0,0,0.029,0.017,0.025,0,0,0,0,0,0,0,0,0,0,157,2,176,,Invoice followed a low-touch review and approval path.
NORMAL-0787,7ebfde94-cda9-51ce-b669-cc35ae39461b,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,416,0,633,,Invoice followed a low-touch review and approval path.
NORMAL-0788,b8f96277-1e1c-54f6-b232-8739d76e5678,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,55,0,85,,Invoice followed a low-touch review and approval path.
NORMAL-0789,18343f1f-1422-5d05-a95f-b1b6590dc0d3,normal_validation_then_approval,0,1,1,0,2,1,2,0,0.008,0.013,0.008,0,0,0,0,0,0,0,0,0,0,28,1,239,,Validation was rerun before ordinary approval.
NORMAL-0790,f10a3105-5e4a-57f1-854f-52714f8d92b5,normal_exported_after_approval,0,2,1,0,1,1,1,1,0.021,0.013,0.022,0,0,0,0,0,0,0,0,0,0,192,1,230,,Invoice was exported only after approval.
NORMAL-0791,09dc6a3f-34b0-575b-9d30-1cfd0d839aa7,normal_validation_then_approval,0,2,1,0,1,1,1,1,0.004,0.019,0.004,0,0,0,0,0,0,0,0,0,0,25,0,612,,Validation was rerun before ordinary approval.
NORMAL-0792,5be307ba-904c-5d67-81b5-598ca234eff4,normal_straight_through,0,0,1,0,1,2,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,668,1,933,,Invoice followed a low-touch review and approval path.
NORMAL-0793,a5e443d4-8fc1-5df0-b2ef-74ed316b0400,normal_minor_correction,0,3,1,0,1,1,1,0,0.015,0.026,0.016,0,1,0,0,0,0,0,0,0,0,187,1,437,,Small pre-approval correction resolved during routine review.
NORMAL-0794,bf03e9e2-e41c-50ea-b104-437b006567c8,normal_pending_review,0,1,0,0,0,1,1,0,0.008,0.015,0.009,0,0,0,0,0,1,0,0,0,0,0,1,337,,Invoice remains in pending review with no approval or export.
NORMAL-0795,b4efc6f4-9493-5f8a-b3c8-6c9577dffc1e,normal_straight_through,0,1,1,0,1,1,1,0,0.008,0.004,0.006,0,0,0,0,0,0,0,0,0,0,369,0,448,,Invoice followed a low-touch review and approval path.
NORMAL-0796,7d4ef381-271e-55c8-b3fa-8fdb70e27fef,normal_two_user_review,0,1,1,0,2,2,2,0,0.007,0.004,0.009,0,0,0,0,0,0,0,0,0,0,281,2,304,,Two reviewers participated in a normal approval workflow.
NORMAL-0797,f3fcb917-c314-526a-87c9-207dc55b6251,normal_two_user_review,0,2,1,0,2,2,1,0,0.018,0.009,0.016,0,0,0,0,0,0,0,0,0,0,435,1,600,,Two reviewers participated in a normal approval workflow.
NORMAL-0798,90efd4d4-5022-5db5-8627-fcb63d86525a,normal_minor_correction,0,1,1,0,1,1,2,0,0.015,0.009,0.014,0,0,0,0,0,0,1,0,0,0,925,0,1256,,Small pre-approval correction resolved during routine review.
NORMAL-0799,eeadea39-dcfa-5372-84e0-11488f764a23,normal_straight_through,0,0,1,0,1,1,1,0,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,559,1,694,,Invoice followed a low-touch review and approval path.
NORMAL-0800,2775adb7-c436-52e0-800d-b383e6728ea8,normal_pending_review,0,1,0,0,1,1,0,0,0.007,0.013,0.007,0,0,0,0,0,0,0,0,0,0,0,0,562,,Invoice remains in pending review with no approval or export.
NORMAL-0801,0cecabde-e3d0-52a7-bf91-c83fb63d7ed5,normal_straight_through,0,0,1,0,1,1,1,1,0.000,0.000,0.003,0,0,0,0,0,0,0,0,0,0,472,0,557,,Invoice followed a low-touch review and approval path.
NORMAL-0802,5a4d705a-75ef-5e4a-b4ef-e0c49b1697ef,normal_two_user_review,0,2,1,0,1,2,2,0,0.012,0.015,0.015,0,0,0,0,0,0,0,0,0,0,1246,1,1404,,Two reviewers participated in a normal approval workflow.
NORMAL-0803,4f6989e3-bf8e-57bd-8eed-7256da980454,normal_pending_review,0,1,0,0,1,1,1,0,0.010,0.011,0.009,0,0,0,0,0,0,0,0,0,0,0,2,2805,,Invoice remains in pending review with no approval or export.
NORMAL-0804,262bb742-e1c1-5c0e-878c-9f8ca9c324dd,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,452,0,578,,Invoice followed a low-touch review and approval path.
NORMAL-0805,61e459df-d913-55e9-84a3-187cdc207aa1,normal_straight_through,0,0,1,0,1,1,1,0,0.000,0.000,0.002,0,0,0,0,0,0,0,0,0,0,190,0,330,,Invoice followed a low-touch review and approval path.
NORMAL-0806,428e0535-eba9-5385-a075-44a8b9bdc933,normal_straight_through,0,1,1,0,1,1,0,1,0.006,0.013,0.008,0,0,0,0,0,0,0,0,0,0,626,0,1066,,Invoice followed a low-touch review and approval path.
NORMAL-0807,b9b693a7-f1e9-5664-8fef-291682a3b31f,normal_two_user_review,0,1,1,0,1,3,1,0,0.005,0.011,0.003,0,0,0,0,0,0,0,0,0,0,1274,1,1524,,Two reviewers participated in a normal approval workflow.
NORMAL-0808,53e618ef-e2f0-58cd-8039-3f2796607545,normal_validation_then_approval,0,3,1,0,1,2,1,0,0.034,0.018,0.033,0,0,0,0,0,0,0,0,0,0,76,0,165,,Validation was rerun before ordinary approval.
NORMAL-0809,17e34221-67b2-529a-a3bd-4194684a21cf,normal_minor_correction,0,2,1,0,1,1,1,1,0.026,0.033,0.029,0,0,0,0,0,0,0,0,0,0,514,1,872,,Small pre-approval correction resolved during routine review.
NORMAL-0810,4dd8af98-45dc-5c85-8995-033a002cddf6,normal_exported_after_approval,0,2,1,0,1,1,2,1,0.008,0.026,0.009,0,0,0,0,0,0,0,0,0,0,298,1,859,,Invoice was exported only after approval.
NORMAL-0811,61796fca-4bc1-5248-866b-7d7d07f1d35a,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,54,0,98,,Invoice followed a low-touch review and approval path.
NORMAL-0812,b718a8c0-bfdd-58f3-9d38-280d8747f5e1,normal_minor_correction,0,1,1,0,1,1,2,1,0.006,0.001,0.006,0,0,0,0,0,0,0,0,0,0,159,0,549,,Small pre-approval correction resolved during routine review.
NORMAL-0813,ad24abb2-5283-5469-9548-8842802372cb,normal_two_user_review,0,1,1,0,2,2,2,0,0.008,0.010,0.007,0,0,0,0,0,0,0,0,0,0,40,0,130,,Two reviewers participated in a normal approval workflow.
NORMAL-0814,b10a1f72-2083-5b49-b6dd-12632f5e082d,normal_exported_after_approval,0,2,1,0,1,1,1,1,0.009,0.021,0.009,0,0,0,0,0,0,0,0,0,0,294,1,506,,Invoice was exported only after approval.
NORMAL-0815,cf564094-eccc-5b01-aecb-ec756a835629,normal_pending_review,0,1,0,0,1,1,0,0,0.006,0.010,0.009,0,0,0,0,0,0,0,0,0,0,0,0,905,,Invoice remains in pending review with no approval or export.
NORMAL-0816,b4f895ad-6e22-570b-8c55-9f9f650cba83,normal_straight_through,0,1,1,0,1,1,0,1,0.016,0.004,0.015,0,0,0,0,0,0,0,0,0,0,394,0,984,,Invoice followed a low-touch review and approval path.
NORMAL-0817,7724cf94-7884-510a-9ffe-91e685b50d6b,normal_validation_then_approval,0,2,1,0,2,1,1,0,0.013,0.010,0.011,0,0,0,0,0,0,0,0,0,0,272,1,276,,Validation was rerun before ordinary approval.
NORMAL-0818,9908d8eb-dd12-5278-9570-25ad27130e3f,normal_minor_correction,0,3,1,0,1,2,2,0,0.009,0.027,0.015,0,0,0,0,0,0,0,0,0,0,425,1,609,,Small pre-approval correction resolved during routine review.
NORMAL-0819,f91322db-5dd7-590a-b4b4-9e029d80716d,normal_straight_through,0,2,1,0,1,1,0,0,0.025,0.013,0.025,0,0,0,0,0,0,0,0,0,0,432,1,572,,Invoice followed a low-touch review and approval path.
NORMAL-0820,dce12ad1-5f27-5423-b251-9cebf541d4bb,normal_straight_through,0,0,1,0,1,1,0,1,0.000,0.000,0.002,0,0,0,0,0,0,0,0,0,0,1367,0,1543,,Invoice followed a low-touch review and approval path.
NORMAL-0821,97a3496c-2f54-509a-b079-2cdc24d87fc8,normal_straight_through,0,1,1,0,1,1,0,0,0.007,0.013,0.006,0,0,0,0,0,0,0,0,0,0,1389,0,1435,,Invoice followed a low-touch review and approval path.
NORMAL-0822,87adb549-21ca-5e17-9954-20aa8f660cf9,normal_validation_then_approval,0,2,1,0,1,1,1,1,0.014,0.013,0.017,0,0,0,0,0,0,0,0,0,0,1080,0,1164,,Validation was rerun before ordinary approval.
NORMAL-0823,110bd4f0-a66c-5710-97ac-f3b78700ad67,normal_straight_through,0,0,1,0,1,2,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,1350,0,1352,,Invoice followed a low-touch review and approval path.
NORMAL-0824,e0c8158a-1a5a-5f77-a0b9-8b320d0c184b,normal_straight_through,0,0,1,0,1,1,1,0,0.000,0.000,0.002,0,0,0,0,0,0,0,0,0,0,110,0,400,,Invoice followed a low-touch review and approval path.
NORMAL-0825,658f1d8b-b34c-5635-8ca8-5d4897ab4785,normal_straight_through,0,1,1,0,1,1,1,1,0.011,0.013,0.011,0,0,0,0,0,0,0,0,0,0,1275,0,1345,,Invoice followed a low-touch review and approval path.
NORMAL-0826,42b5471a-3b69-57c3-bfd8-beff76ecc029,normal_exported_after_approval,0,1,1,0,1,1,0,1,0.007,0.005,0.007,0,0,0,0,0,0,0,0,0,0,19,1,62,,Invoice was exported only after approval.
NORMAL-0827,306a950e-b3e0-5b32-ab74-cbb12aace864,normal_minor_correction,0,1,1,0,1,1,2,0,0.009,0.004,0.010,0,0,0,0,0,0,0,0,0,0,1013,1,1045,,Small pre-approval correction resolved during routine review.
NORMAL-0828,52090d82-24cc-5db7-b37a-84a232299bc4,normal_exported_after_approval,0,2,1,0,1,1,1,1,0.009,0.018,0.013,0,0,0,0,0,0,0,0,0,0,307,1,505,,Invoice was exported only after approval.
NORMAL-0829,516d9941-6042-5163-98cb-eaa0fdcb3bed,normal_minor_correction,0,1,1,0,1,2,1,1,0.006,0.010,0.009,0,0,0,0,0,0,0,0,0,0,945,3,1651,,Small pre-approval correction resolved during routine review.
NORMAL-0830,79d5d10c-39d6-580e-9d92-3c1def05f553,normal_pending_review,0,0,0,0,1,1,1,0,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,0,3,2733,,Invoice remains in pending review with no approval or export.
NORMAL-0831,a3f7e390-d9ae-5cd4-a5f3-12fd86f98231,normal_straight_through,0,0,1,0,1,2,1,1,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,25,0,401,,Invoice followed a low-touch review and approval path.
NORMAL-0832,e949399b-0a59-55a5-9b61-32b54eaf87db,normal_minor_correction,0,2,1,0,1,1,1,1,0.015,0.011,0.017,0,0,0,0,0,0,0,0,0,0,118,0,319,,Small pre-approval correction resolved during routine review.
NORMAL-0833,bb43ded0-718c-510a-a751-dfdb800fdcf9,normal_validation_then_approval,0,2,1,0,1,1,1,0,0.021,0.015,0.019,0,0,0,0,0,0,0,0,0,0,28,0,214,,Validation was rerun before ordinary approval.
NORMAL-0834,486eb452-5d59-5146-9a35-c0022d9fb791,normal_minor_correction,0,1,1,0,1,1,1,0,0.005,0.003,0.005,0,1,0,0,0,0,0,0,0,0,1377,0,1737,,Small pre-approval correction resolved during routine review.
NORMAL-0835,88ff35cb-9e35-58d5-8274-13eefbc4a390,normal_minor_correction,0,1,1,0,1,1,1,0,0.004,0.011,0.006,0,0,0,0,0,0,0,0,0,0,347,1,661,,Small pre-approval correction resolved during routine review.
NORMAL-0836,d3bd3c70-d208-528e-acf6-838b58dd51d6,normal_validation_then_approval,0,1,1,0,1,1,1,1,0.006,0.004,0.004,0,0,0,0,0,0,0,0,0,0,367,0,728,,Validation was rerun before ordinary approval.
NORMAL-0837,4418e72f-ace6-5f0c-8e0e-df652c56ecc3,normal_pending_review,0,0,0,0,1,1,1,0,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,0,0,1340,,Invoice remains in pending review with no approval or export.
NORMAL-0838,2f72ae85-fa75-5ead-9547-06549405505a,normal_pending_review,0,0,0,0,1,1,1,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,2,163,,Invoice remains in pending review with no approval or export.
NORMAL-0839,9f37da21-703f-5113-854e-e4165a9f9412,normal_validation_then_approval,0,0,1,0,2,2,1,1,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,1126,0,1507,,Validation was rerun before ordinary approval.
NORMAL-0840,9ba2e3da-5e67-5470-95a8-c27cb12780d0,normal_validation_then_approval,0,2,1,0,2,1,2,1,0.020,0.009,0.016,0,0,0,0,0,0,0,0,0,0,167,1,544,,Validation was rerun before ordinary approval.
NORMAL-0841,6eadaf8f-9b62-5aa1-a9e1-443648a648ff,normal_straight_through,0,1,1,0,1,2,1,0,0.007,0.001,0.003,0,0,0,0,0,0,0,0,0,0,224,0,427,,Invoice followed a low-touch review and approval path.
NORMAL-0842,d3aa43a4-a7a1-5857-bcad-356f9b63decd,normal_minor_correction,0,1,1,0,1,1,2,0,0.009,0.014,0.010,0,0,0,0,0,0,0,0,0,0,196,0,412,,Small pre-approval correction resolved during routine review.
NORMAL-0843,7932090a-3979-5bcc-89ce-91293f02bcd0,normal_straight_through,0,1,1,0,1,1,1,1,0.006,0.017,0.007,0,0,0,0,0,0,0,0,0,0,103,1,539,,Invoice followed a low-touch review and approval path.
NORMAL-0844,67e16629-e8c9-5cd5-98f0-367c5b998663,normal_validation_then_approval,0,0,1,0,1,1,2,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,114,0,216,,Validation was rerun before ordinary approval.
NORMAL-0845,b19747fc-5d1b-51d0-a8e9-489c6137e57a,normal_straight_through,0,1,1,0,1,1,1,0,0.004,0.014,0.003,0,0,0,0,0,0,0,0,0,0,583,1,866,,Invoice followed a low-touch review and approval path.
NORMAL-0846,15cc0c62-e293-5ffc-ad9a-ec16d826b374,normal_minor_correction,0,1,1,0,1,1,2,0,0.012,0.010,0.013,0,0,0,0,0,0,0,0,0,0,330,1,672,,Small pre-approval correction resolved during routine review.
NORMAL-0847,a1197a28-1ece-5f59-b796-d7d1fd92d58d,normal_minor_correction,0,1,1,0,1,1,1,0,0.009,0.003,0.008,0,0,0,0,0,0,1,0,0,0,78,0,282,,Small pre-approval correction resolved during routine review.
NORMAL-0848,d7b88880-4158-59b4-b205-a915a3257912,normal_minor_correction,0,2,1,0,1,1,1,1,0.028,0.009,0.027,0,0,0,0,0,0,0,0,0,0,82,1,120,,Small pre-approval correction resolved during routine review.
NORMAL-0849,94da4975-a8cb-515c-bdcb-d02985bc3cc4,normal_minor_correction,0,1,1,0,1,1,1,1,0.016,0.007,0.011,0,0,0,0,0,0,0,0,0,0,984,0,1417,,Small pre-approval correction resolved during routine review.
NORMAL-0850,f1473e0d-544d-54b3-bc8a-c48bc1e12e35,normal_exported_after_approval,0,0,1,0,1,3,0,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,144,0,721,,Invoice was exported only after approval.
NORMAL-0851,5f6736a3-b120-5926-aab5-6ac054253e47,normal_two_user_review,0,3,1,0,2,2,2,0,0.025,0.034,0.025,0,0,0,0,0,0,0,0,0,0,44,2,174,,Two reviewers participated in a normal approval workflow.
NORMAL-0852,23ec1208-6cb1-53c5-818f-1d1b2ea8ed91,normal_validation_then_approval,0,0,1,0,1,1,2,1,0.000,0.000,0.002,0,0,0,0,0,0,0,0,0,0,166,0,398,,Validation was rerun before ordinary approval.
NORMAL-0853,2998010b-b68d-5b5a-ac29-322d11c9baba,normal_minor_correction,0,2,1,0,1,1,2,0,0.021,0.029,0.025,0,0,0,0,0,0,0,0,0,0,684,1,716,,Small pre-approval correction resolved during routine review.
NORMAL-0854,1786fb39-ccf1-5474-a58a-6f1653613a3f,normal_two_user_review,0,2,1,0,1,2,2,0,0.027,0.024,0.025,0,0,0,0,0,0,0,0,0,0,363,1,708,,Two reviewers participated in a normal approval workflow.
NORMAL-0855,ad8a8f7e-b056-51df-be95-d286bbe88244,normal_straight_through,0,0,1,0,1,1,0,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,735,0,1265,,Invoice followed a low-touch review and approval path.
NORMAL-0856,ff6e786d-20e4-56b4-8a64-ac2cc0e6d515,normal_exported_after_approval,0,0,1,0,1,1,0,1,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,976,2,1000,,Invoice was exported only after approval.
NORMAL-0857,d011b2f2-14c7-5539-9968-926002e1017c,normal_minor_correction,0,1,1,0,1,1,1,1,0.008,0.004,0.010,0,0,0,0,0,0,0,0,0,0,46,1,139,,Small pre-approval correction resolved during routine review.
NORMAL-0858,181f172b-7847-5a35-85b9-b6d5acb1e587,normal_pending_review,0,3,0,0,1,1,1,0,0.009,0.045,0.017,0,0,0,0,0,0,0,0,0,0,0,1,2870,,Invoice remains in pending review with no approval or export.
NORMAL-0859,a22f3ba9-eff6-56c8-b917-37a67a8d714a,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,667,1,800,,Invoice followed a low-touch review and approval path.
NORMAL-0860,c8606865-7a70-5ca6-bd32-a471a9090c37,normal_minor_correction,0,2,1,0,1,1,1,0,0.006,0.009,0.006,0,0,0,0,0,0,0,0,0,0,31,1,73,,Small pre-approval correction resolved during routine review.
NORMAL-0861,cc3b2be4-962f-578f-a68e-75adc62d6d16,normal_validation_then_approval,0,2,1,0,1,1,1,0,0.011,0.011,0.008,0,0,0,0,0,0,0,0,0,0,961,0,1095,,Validation was rerun before ordinary approval.
NORMAL-0862,052ff8cb-0a8f-568f-8db8-8088e6c82540,normal_minor_correction,0,1,1,0,1,1,2,0,0.005,0.008,0.005,0,0,0,0,0,0,0,0,0,0,24,0,267,,Small pre-approval correction resolved during routine review.
NORMAL-0863,3970d9fd-f8e1-5884-9426-d753e6cd9deb,normal_pending_review,0,2,0,0,1,1,1,0,0.022,0.025,0.023,0,0,0,0,0,0,0,0,0,0,0,0,1392,,Invoice remains in pending review with no approval or export.
NORMAL-0864,57f1901f-a68b-5800-9ee8-c60f1c036a81,normal_validation_then_approval,0,2,1,0,2,1,1,1,0.007,0.014,0.006,0,0,0,0,0,0,0,0,0,0,305,2,793,,Validation was rerun before ordinary approval.
NORMAL-0865,f8349a6a-25f2-5b6d-a86a-6bfe9aa227e7,normal_two_user_review,0,2,1,0,2,2,2,0,0.018,0.009,0.015,0,0,0,0,0,0,0,0,0,0,390,1,744,,Two reviewers participated in a normal approval workflow.
NORMAL-0866,9215c88d-ce34-5e23-bca6-bc8875b191b6,normal_exported_after_approval,0,0,1,0,1,1,1,1,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,340,2,787,,Invoice was exported only after approval.
NORMAL-0867,dc312b6e-5305-54d2-846d-8a8cc3a95ed8,normal_straight_through,0,0,1,0,1,1,0,1,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,1272,0,1297,,Invoice followed a low-touch review and approval path.
NORMAL-0868,49973474-da59-5f52-8e11-88a4dfdebe4d,normal_minor_correction,0,1,1,0,1,1,1,0,0.010,0.007,0.011,0,1,0,0,0,0,0,0,0,0,179,0,494,,Small pre-approval correction resolved during routine review.
NORMAL-0869,63cda9b9-9267-5764-a377-68822a086adb,normal_two_user_review,0,2,1,0,2,2,2,0,0.013,0.027,0.017,0,0,0,0,0,0,0,0,0,0,266,1,517,,Two reviewers participated in a normal approval workflow.
NORMAL-0870,7fad9e23-b7c8-56da-b3fd-413a51349ea0,normal_minor_correction,0,3,1,0,1,1,1,0,0.035,0.016,0.035,0,0,0,0,0,0,0,0,0,0,718,1,865,,Small pre-approval correction resolved during routine review.
NORMAL-0871,462a44a2-b48e-5c8e-8981-dd05fd55431b,normal_exported_after_approval,0,0,1,0,1,3,1,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,121,1,605,,Invoice was exported only after approval.
NORMAL-0872,927b90a7-69ee-5059-8d1a-409c001364ef,normal_straight_through,0,0,1,0,1,1,1,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,910,0,1518,,Invoice followed a low-touch review and approval path.
NORMAL-0873,69e0e3f7-b397-5379-93ec-e5a7d4dc88b1,normal_straight_through,0,0,1,0,1,1,0,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,434,0,534,,Invoice followed a low-touch review and approval path.
NORMAL-0874,3e7c35b0-8e8f-570e-b8ed-2307ce3ffa9c,normal_straight_through,0,0,1,0,1,1,1,0,0.000,0.000,0.002,0,0,0,0,0,0,0,0,0,0,175,0,396,,Invoice followed a low-touch review and approval path.
NORMAL-0875,7e661c6f-2bf7-5dbe-8a5b-16d9b6d2119a,normal_minor_correction,0,2,1,0,1,1,2,1,0.016,0.016,0.013,0,0,0,0,0,0,0,0,0,0,41,1,404,,Small pre-approval correction resolved during routine review.
